,,,,,FIRST,MIDDLE,LAST,SUFFIX,,,
BARTON,Great Bend City Ward 2 Precinct 3,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,513,000160
BARTON,Great Bend City Ward 3 Precinct 1,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,98,000170
BARTON,Great Bend City Ward 3 Precinct 1,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,303,000170
BARTON,Great Bend City Ward 3 Precinct 2,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,118,000180
BARTON,Great Bend City Ward 3 Precinct 2,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,360,000180
BARTON,Great Bend City Ward 3 Precinct 3,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,133,00019A
BARTON,Great Bend City Ward 3 Precinct 3,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,375,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00019B
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,97,000200
BARTON,Great Bend City Ward 4 Precinct 1,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,178,000200
BARTON,Great Bend City Ward 4 Precinct 2,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,79,000210
BARTON,Great Bend City Ward 4 Precinct 2,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,147,000210
BARTON,Great Bend City Ward 4 Precinct 3,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,34,00022A
BARTON,Great Bend City Ward 4 Precinct 3,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,52,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00022F
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00022F
BARTON,Great Bend Township Part A,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,142,00023A
BARTON,Great Bend Township Part A,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,415,00023A
BARTON,Great Bend Township Part B,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,23,00023B
BARTON,Great Bend Township Part B,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,87,00023B
BARTON,Great Bend Township,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00023C
BARTON,Great Bend Township,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00023C
BARTON,Hoisington Ward 1,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,61,000240
BARTON,Hoisington Ward 1,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,176,000240
BARTON,Hoisington Ward 2,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,63,000250
BARTON,Hoisington Ward 2,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,192,000250
BARTON,Hoisington Ward 3,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,60,000260
BARTON,Hoisington Ward 3,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,215,000260
BARTON,Hoisington Ward 4,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,64,00027A
BARTON,Hoisington Ward 4,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,181,00027A
BARTON,Hoisington Ward 4 Exclave,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,00027B
BARTON,Hoisington Ward 4 Exclave,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,00027B
BARTON,Independent Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,307,000280
BARTON,Lakin Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,804,000290
BARTON,Liberty Township,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,26,000300
BARTON,Liberty Township,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,83,000300
BARTON,Logan Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,61,000310
BARTON,North Homestead Township,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,17,000320
BARTON,North Homestead Township,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,45,000320
BARTON,Pawnee Rock Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,130,000330
BARTON,South Bend Township,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,76,000340
BARTON,South Bend Township,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,204,000340
BARTON,South Homestead Township,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,33,000350
BARTON,South Homestead Township,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,132,000350
BARTON,Union Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,52,000360
BARTON,Walnut Township Albert,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,93,000370
BARTON,Walnut Township Olmitz,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,60,000380
BARTON,Wheatland Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,28,000390
BARTON,Hoisington Landfill,Kansas House of Representatives,112,"Muehleisen, Steve  ",Steve,,Muehleisen,,Democratic,0,900010
BARTON,Hoisington Landfill,Kansas House of Representatives,112,"Edmonds, John  ",John,,Edmonds,,Republican,0,900010
BOURBON,Drywood Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,60,000010
BOURBON,Drywood Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,130,000010
BOURBON,Fort Scott Ward 1,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,220,00002A
BOURBON,Fort Scott Ward 1,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,184,00002A
BOURBON,Fort Scott Ward 1 Exclave Colonial,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Colonial,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00002B
BOURBON,Fort Scott Ward 1 Exclave Halls,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Halls,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00002C
BOURBON,Fort Scott Ward 1 Exclave Red Barn,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00002D
BOURBON,Fort Scott Ward 1 Exclave Red Barn,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00002D
BOURBON,Fort Scott Ward 1 Exclave Red Ram A,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00002E
BOURBON,Fort Scott Ward 1 Exclave Red Ram A,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00002E
BOURBON,Fort Scott Ward 1 Exclave Red Ram B,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00002F
BOURBON,Fort Scott Ward 1 Exclave Red Ram B,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00002F
BOURBON,Fort Scott Ward 2,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,229,00003A
BOURBON,Fort Scott Ward 2,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,172,00003A
BOURBON,Fort Scott Ward 3,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,91,000040
BOURBON,Fort Scott Ward 3,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,69,000040
BOURBON,Fort Scott Ward 4,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,211,00005A
BOURBON,Fort Scott Ward 4,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,200,00005A
BOURBON,Fort Scott Ward 4 Exclave A,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00005B
BOURBON,Fort Scott Ward 4 Exclave A,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00005B
BOURBON,Fort Scott Ward 4 Exclave B,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00005C
BOURBON,Fort Scott Ward 4 Exclave B,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00005C
BOURBON,Fort Scott Ward 4 Exclave C,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,00005D
BOURBON,Fort Scott Ward 4 Exclave C,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,00005D
BOURBON,Fort Scott Ward 5,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,222,000060
BOURBON,Fort Scott Ward 5,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,238,000060
BOURBON,Fort Scott Ward 6,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,311,000070
BOURBON,Fort Scott Ward 6,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,339,000070
BOURBON,Fort Scott Ward 7,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,279,000080
BOURBON,Fort Scott Ward 7,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,263,000080
BOURBON,Franklin Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,43,000090
BOURBON,Franklin Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,98,000090
BOURBON,Freedom Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,57,000100
BOURBON,Freedom Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,147,000100
BOURBON,Marion Township,Kansas House of Representatives,2,"Grant, Robert ""Bob"" ",Robert,"""Bob""",Grant,,Democratic,171,000110
BOURBON,Marion Township,Kansas House of Representatives,2,"Monaghan, Lawrence E. ",Lawrence,E.,Monaghan,,Libertarian,13,000110
BOURBON,Marion Township,Kansas House of Representatives,2,"Locke, Jeffrey G. ""Jeff"" ",Jeffrey,"G. ""Jeff""",Locke,,Republican,316,000110
BOURBON,Marmaton Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,137,000120
BOURBON,Marmaton Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,217,000120
BOURBON,Mill Creek Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,79,000130
BOURBON,Mill Creek Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,155,000130
BOURBON,North Scott Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,144,000140
BOURBON,North Scott Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,227,000140
BOURBON,Osage Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,56,000150
BOURBON,Osage Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,110,000150
BOURBON,Pawnee Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,66,000160
BOURBON,Pawnee Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,70,000160
BOURBON,South Scott Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,316,000170
BOURBON,South Scott Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,474,000170
BOURBON,Timberhill Township,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,27,000180
BOURBON,Timberhill Township,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,73,000180
BOURBON,Walnut Township,Kansas House of Representatives,2,"Grant, Robert ""Bob"" ",Robert,"""Bob""",Grant,,Democratic,14,000190
BOURBON,Walnut Township,Kansas House of Representatives,2,"Monaghan, Lawrence E. ",Lawrence,E.,Monaghan,,Libertarian,1,000190
BOURBON,Walnut Township,Kansas House of Representatives,2,"Locke, Jeffrey G. ""Jeff"" ",Jeffrey,"G. ""Jeff""",Locke,,Republican,31,000190
BOURBON,Fort Scott Ward 6 Exclave A,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,900010
BOURBON,Fort Scott Ward 6 Exclave A,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,900010
BOURBON,Fort Scott Ward 4 Exclave C,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,900020
BOURBON,Fort Scott Ward 4 Exclave C,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,900020
BOURBON,Fort Scott Ward 4 Exclave D,Kansas House of Representatives,4,"Palmer, Shirley J. ",Shirley,J.,Palmer,,Democratic,0,900030
BOURBON,Fort Scott Ward 4 Exclave D,Kansas House of Representatives,4,"Read, Marty  ",Marty,,Read,,Republican,0,900030
BROWN,Hamlin Township,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,18,000010
BROWN,Hamlin Township,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,65,000010
BROWN,Hiawatha City Ward 1,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,89,000020
BROWN,Hiawatha City Ward 1,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,83,000020
BROWN,Hiawatha City Ward 2,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,200,000030
BROWN,Hiawatha City Ward 2,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,323,000030
BROWN,Hiawatha City Ward 3,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,165,00004A
BROWN,Hiawatha City Ward 3,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,287,00004A
BROWN,Hiawatha City Ward 3 Exclave,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,0,00004B
BROWN,Hiawatha City Ward 3 Exclave,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,0,00004B
BROWN,Hiawatha City Ward 4,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,17,00005A
BROWN,Hiawatha City Ward 4,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,57,00005A
BROWN,Hiawatha City Ward 4 Exclave Club,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,0,00005B
BROWN,Hiawatha City Ward 4 Exclave Club,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,0,00005B
BROWN,Hiawatha Township,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,77,000060
BROWN,Hiawatha Township,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,227,000060
BROWN,Horton Ward 1,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,90,000070
BROWN,Horton Ward 1,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,173,000070
BROWN,Horton Ward 2,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,63,000080
BROWN,Horton Ward 2,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,130,000080
BROWN,Horton Ward 3,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,49,00009A
BROWN,Horton Ward 3,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,77,00009A
BROWN,Horton Ward 3 Exclave A,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,0,00009B
BROWN,Horton Ward 3 Exclave A,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,0,00009B
BROWN,Horton Ward 3 Exclave B,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,0,00009C
BROWN,Horton Ward 3 Exclave B,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,0,00009C
BROWN,Irving Township,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,49,000100
BROWN,Irving Township,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,82,000100
BROWN,Mission Township,Kansas House of Representatives,62,"Stones, Dennis R. ",Dennis,R.,Stones,,Democratic,86,000110
BROWN,Mission Township,Kansas House of Representatives,62,"Garber, Randy  ",Randy,,Garber,,Republican,203,000110
